id,vendor_id,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,trip_duration
id0030324,1,1,-73.939826970,40.699562070,-73.931999210,40.689132690,256
id3883723,2,2,-73.979087830,40.759498600,-73.979560850,40.724334720,660
id0674885,1,1,-73.965751650,40.759574890,-73.979118350,40.765102390,357
id3260324,2,1,-73.932807920,40.758930210,-73.983207700,40.767009740,836
id1561466,2,1,-73.965728760,40.768730160,-73.955879210,40.673080440,2120
id2106816,1,1,-73.980880740,40.784336090,-73.956672670,40.780616760,570
id2605569,1,2,-73.926284790,40.703285220,-73.938018800,40.700408940,293
id3293082,2,5,-73.976486210,40.754989620,-73.991157530,40.751281740,806
id0790613,1,1,-73.986305240,40.777023320,-73.985855100,40.776790620,1778
id0202431,1,1,-74.004135130,40.742809300,-73.987792970,40.744865420,975
id2084457,2,3,-73.982536320,40.775081630,-73.971763610,40.784595490,464
id2595331,2,1,-73.954696660,40.773979190,-73.968452450,40.761508940,621
id3448735,1,1,-73.991500850,40.744892120,-73.983276370,40.760482790,333
id1431322,1,2,-74.009704590,40.739654540,-73.999595640,40.728836060,769
id0130751,1,1,-73.988197330,40.764289860,-73.872810360,40.774456020,2554
id1444884,2,1,-73.996566770,40.731975560,-73.979011540,40.749900820,952
id2797773,1,1,-73.967132570,40.793464660,-73.970390320,40.795749660,180
id0861216,2,1,-73.990249630,40.757286070,-73.963981630,40.756919860,620
id3833049,1,1,-73.994537350,40.766025540,-73.986381530,40.749061580,862
id1633648,1,1,-73.977905270,40.754871370,-73.952774050,40.768165590,918
id3252664,2,1,-73.967514040,40.766155240,-73.960525510,40.771442410,300
id3755869,2,3,-73.952941890,40.810188290,-73.945510860,40.778118130,993
id2440671,2,1,-73.863655090,40.769622800,-73.913223270,40.872798920,1968
id1489555,1,2,-73.944358830,40.808307650,-74.012313840,40.703845980,2113
id0162579,2,1,-73.992202760,40.744968410,-73.981391910,40.746990200,396
id1713541,1,1,-73.968078610,40.759376530,-73.984863280,40.768650050,606
id2732066,2,2,-74.004478450,40.722690580,-73.871070860,40.774250030,1466
id2445763,1,1,-73.983284000,40.773742680,-73.987380980,40.780372620,392
id3972131,2,3,-73.982872010,40.744987490,-73.989288330,40.744674680,226
id3779357,2,1,-73.966796880,40.767009740,-73.981788640,40.752288820,645
id0931190,1,1,-73.982749940,40.754154210,-74.015388490,40.711246490,1315
id1789034,1,1,-73.982559200,40.742351530,-73.992500310,40.725265500,619
id0746372,2,1,-73.954597470,40.769618990,-73.949592590,40.777069090,175
id2567660,2,1,-73.995544430,40.744010930,-73.983245850,40.763671880,906
id1787258,1,2,-73.954475400,40.783695220,-73.963516240,40.770065310,342
id0805117,2,3,-74.008659360,40.719608310,-73.998939510,40.727920530,673
id2828691,2,2,-74.001251220,40.736324310,-74.008697510,40.706966400,645
id2729614,2,1,-73.988388060,40.720024110,-73.992530820,40.659038540,1484
id1249988,2,1,-73.975540160,40.735630040,-73.962936400,40.712009430,1275
id2463869,2,1,-73.980384830,40.765644070,-73.991317750,40.774452210,589
id2904820,1,1,-73.782424930,40.644287110,-73.856582640,40.725502010,1342
id0180594,2,1,-74.000671390,40.758258820,-73.994613650,40.750530240,527
id0749370,1,1,-73.961944580,40.764541630,-73.968452450,40.763080600,314
id2848070,2,3,-74.001037600,40.741519930,-73.980323790,40.760448460,503
id3817493,2,1,-73.952880860,40.766468050,-73.978630070,40.761920930,1050
id3129802,1,1,-73.968124390,40.800437930,-73.865242000,40.770652770,1233
id3167292,2,1,-73.981178280,40.720901490,-73.977386470,40.726085660,204
id1924450,2,2,-74.005836490,40.745475770,-73.994026180,40.728401180,871
id1794468,2,1,-73.959411620,40.774227140,-73.953468320,40.779422760,248
id0204192,1,1,-73.870735170,40.773658750,-73.859916690,40.829090120,896
id3190007,2,1,-73.978271480,40.745655060,-73.965255740,40.758293150,734
id3348726,1,1,-73.973716740,40.794696810,-73.974433900,40.789119720,221
id3469446,2,6,-74.013000490,40.702438350,-74.014289860,40.712501530,350
id1915949,2,1,-73.991813660,40.743778230,-73.971160890,40.792728420,1259
id2899891,1,1,-73.974197390,40.757495880,-73.959838870,40.775489810,711
id0942991,2,1,-73.947151180,40.776187900,-73.973022460,40.755493160,851
id2772912,1,1,-73.885223390,40.772727970,-73.980583190,40.781665800,2629
id2851756,2,1,-73.994117740,40.751083370,-73.972145080,40.763481140,551
id0851036,1,1,-74.004035950,40.741973880,-73.973953250,40.764312740,650
id0283106,1,1,-74.007965090,40.715099330,-73.959838870,40.770381930,1356
id1697231,2,2,-73.982284550,40.778812410,-73.961288450,40.798618320,594
id3385889,1,1,-73.972686770,40.755863190,-73.977333070,40.758674620,940
id3591274,1,1,-73.961883540,40.756290440,-73.968025210,40.755714420,159
id3269098,2,1,-73.992301940,40.750335690,-73.965408330,40.768886570,1570
id3159798,1,1,-73.954887390,40.773296360,-73.969085690,40.802776340,808
id0828941,2,2,-74.010162350,40.719921110,-73.974906920,40.756919860,1397
id0995542,2,1,-74.007446290,40.733512880,-74.003608700,40.756412510,466
id0661736,1,2,-73.975875850,40.760894780,-73.971862790,40.750152590,750
id1408423,1,1,-73.973464970,40.784553530,-73.917518620,40.773857120,2235
id2476509,2,1,-73.862846370,40.769065860,-73.967636110,40.756023410,1219
id1575277,2,1,-73.999229430,40.722881320,-73.982879640,40.778297420,2052
id0860703,1,1,-73.976036070,40.776172640,-73.959251400,40.759189610,803
id3211119,1,1,-73.977127080,40.755878450,-73.938545230,40.809852600,666
id2379416,2,1,-73.989997860,40.719760890,-73.946258540,40.772960660,931
id2452510,2,6,-73.987968440,40.728225710,-73.978492740,40.764766690,946
id0040164,2,1,-73.964492800,40.763950350,-73.968032840,40.765350340,373
id1145809,2,6,-73.808486940,40.687335970,-73.808486940,40.687335970,947
id3214066,1,1,-73.982307430,40.775039670,-73.956176760,40.763744350,601
id0651671,2,1,-73.952301030,40.783908840,-73.960853580,40.760818480,1143
id0707492,2,1,-73.954345700,40.786922450,-73.958679200,40.778396610,370
id0599157,2,2,-73.995002750,40.739917760,-73.956298830,40.747581480,1330
id1309604,2,1,-73.969642640,40.677883150,-73.991264340,40.677703860,505
id0183474,2,1,-73.956504820,40.771278380,-73.985603330,40.739891050,653
id1399824,1,1,-73.995002750,40.740024570,-73.987083440,40.761966710,1243
id0407071,1,3,-73.782234190,40.644573210,-73.808433530,40.736045840,1777
id0353238,2,5,-74.003372190,40.748828890,-73.963104250,40.775825500,819
id3974735,2,1,-73.991714480,40.764713290,-73.980049130,40.783630370,376
id3151105,2,2,-73.978508000,40.755001070,-73.987716670,40.752799990,592
id3009814,1,2,-73.953071590,40.782775880,-73.946334840,40.778820040,228
id3148002,2,1,-74.010078430,40.720951080,-73.977989200,40.734291080,837
id3453520,1,1,-73.953750610,40.785205840,-73.964187620,40.775558470,432
id3225079,1,1,-74.016639710,40.709857940,-73.785713200,40.712226870,2124
id3842035,1,1,-74.001426700,40.731006620,-73.937622070,40.698074340,1069
id2722135,2,6,-73.975189210,40.765071870,-73.970191960,40.766040800,185
id3684742,2,1,-73.978698730,40.755210880,-73.988227840,40.742729190,1133
id2026236,1,1,-74.003639220,40.713619230,-73.979331970,40.783630370,1988
id3924756,1,2,-74.004371640,40.742183690,-73.975479130,40.760425570,960
id1384906,2,1,-73.991615300,40.759761810,-73.974227910,40.743175510,957
id3588665,2,4,-73.990547180,40.745861050,-74.001571660,40.730991360,465
id2840400,1,1,-73.991157530,40.734081270,-74.004989620,40.729690550,544
id3355874,1,1,-73.984375000,40.769687650,-73.954071040,40.764026640,1105
id0363564,2,2,-73.997749330,40.756649020,-73.993026730,40.747138980,449
id0883448,1,3,-74.000038150,40.734863280,-74.007514950,40.733142850,382
id1322536,1,1,-73.984451290,40.724967960,-73.998535160,40.734008790,501
id0559488,2,6,-73.993164060,40.757694240,-73.989089970,40.769435880,519
id3226823,2,3,-73.982849120,40.744628910,-73.984947200,40.759330750,695
id3791668,2,5,-73.962677000,40.775661470,-73.959442140,40.780288700,154
id3170402,2,1,-73.959922790,40.758510590,-73.991790770,40.744121550,494
id3815007,1,1,-73.969215390,40.754093170,-73.973655700,40.737838750,430
id3443107,2,5,-73.967956540,40.768741610,-73.962959290,40.778259280,300
id3942614,2,1,-73.985549930,40.747165680,-73.988060000,40.759574890,258
id1459852,2,1,-73.984382630,40.770126340,-73.970275880,40.757720950,996
id1382741,1,1,-74.008842470,40.713661190,-74.000427250,40.723617550,345
id0531053,1,1,-73.991363530,40.749931340,-73.972824100,40.758663180,940
id0580213,2,1,-73.994911190,40.725448610,-73.964271550,40.712741850,698
id3656168,1,1,-73.999168400,40.749610900,-73.986091610,40.772613530,491
id1971518,1,1,-73.988975520,40.759204860,-73.973991390,40.760589600,605
id3911487,1,1,-73.962112430,40.776100160,-73.968521120,40.764408110,523
id3748596,1,2,-73.969245910,40.766899110,-73.942718510,40.799812320,734
id1485244,1,1,-73.999481200,40.723266600,-74.007286070,40.738151550,661
id0002063,2,1,-73.994773860,40.754970550,-73.996467590,40.745277400,496
id0920470,2,1,-73.968978880,40.757850650,-73.973480220,40.762500760,310
id0487874,2,1,-74.007148740,40.713031770,-73.983428960,40.766273500,2718
id1530336,2,1,-73.980697630,40.729946140,-74.009460450,40.715183260,833
id3466354,1,1,-73.978797910,40.766731260,-73.961669920,40.757801060,426
id1545867,2,1,-73.991287230,40.723709110,-73.987892150,40.734451290,385
id1196772,2,1,-73.982490540,40.762569430,-73.998626710,40.760608670,588
id3276198,2,1,-73.981910710,40.766880040,-73.982597350,40.777179720,306
id0739131,1,1,-73.975158690,40.759181980,-74.005264280,40.707370760,1096
id1527676,1,2,-73.986129760,40.759719850,-74.001487730,40.736064910,970
id1146853,2,4,-74.005393980,40.740810390,-73.950630190,40.821037290,1280
id1891863,1,1,-73.992370610,40.737514500,-73.870841980,40.774078370,2137
id0238963,2,1,-73.980018620,40.786018370,-73.976333620,40.759067540,1622
id0865346,1,1,-73.987190250,40.750743870,-73.805458070,40.682220460,2066
id1641073,2,1,-73.990737920,40.766227720,-73.994834900,40.750083920,842
id0674512,1,1,-73.965408330,40.795379640,-74.012573240,40.701553340,1089
id1709044,2,1,-73.985191350,40.729091640,-73.980964660,40.741783140,459
id1637128,2,1,-73.955535890,40.779693600,-73.953552250,40.787971500,191
id2166004,2,3,-74.009712220,40.720390320,-73.984931950,40.691978450,795
id3714906,1,1,-73.989494320,40.753677370,-73.988334660,40.745948790,407
id1002278,1,1,-73.944038390,40.711578370,-73.838386540,40.703369140,1059
id2248491,2,5,-73.990516660,40.730579380,-74.001739500,40.735210420,370
id3813882,1,2,-74.006309510,40.744682310,-73.991683960,40.765033720,335
id0290690,2,1,-73.981750490,40.768569950,-73.984817500,40.764419560,218
id0872691,1,1,-73.987976070,40.761596680,-73.973739620,40.779636380,538
id3812360,2,1,-73.997253420,40.725509640,-73.993942260,40.732540130,531
id2111520,2,2,-73.988731380,40.748840330,-73.982963560,40.760120390,334
id2378477,2,1,-73.971527100,40.795398710,-73.954879760,40.820209500,573
id2653245,2,2,-73.992202760,40.721332550,-73.954406740,40.685863490,794
id3908396,2,2,-73.961120610,40.771968840,-73.965759280,40.765430450,445
id3105640,1,1,-73.977981570,40.684780120,-73.954132080,40.613346100,1537
id1737882,2,1,-73.958969120,40.768009190,-73.982490540,40.766059880,843
id0998101,2,6,-73.980926510,40.779697420,-73.975021360,40.784332280,174
id0102349,2,2,-73.970581050,40.758731840,-73.998672490,40.749828340,942
id3355382,1,1,-73.878822330,40.740196230,-73.935478210,40.743068700,604
id3381901,1,1,-74.006294250,40.749904630,-73.967002870,40.761013030,2026
id0214120,2,1,-73.976112370,40.776149750,-73.979316710,40.765338900,655
id1506453,1,1,-73.990821840,40.755752560,-73.997528080,40.722435000,2831
id3259541,2,1,-73.985382080,40.750251770,-74.010597230,40.709819790,1458
id2194188,2,1,-73.986122130,40.726428990,-73.999420170,40.720249180,612
id2042535,1,1,-73.978981020,40.756519320,-73.992164610,40.749202730,629
id2419613,1,1,-73.954750060,40.765514370,-73.991096500,40.726173400,1039
id2695986,1,1,-73.955520630,40.779277800,-73.978904720,40.742778780,540
id3247633,1,1,-73.955146790,40.782554630,-73.966636660,40.807975770,761
id0194198,2,4,-73.862663270,40.768768310,-73.975219730,40.763511660,2699
id0260905,1,1,-73.972297670,40.756065370,-73.990394590,40.771766660,711
id0398807,2,6,-73.973571780,40.752166750,-73.974533080,40.730266570,1004
id1428415,1,1,-73.980285640,40.734428410,-73.976341250,40.763988490,897
id3920713,2,2,-73.975646970,40.741409300,-73.977241520,40.726371770,402
id1287069,1,2,-73.989448550,40.741699220,-73.982482910,40.767631530,1147
id2654799,2,2,-74.003906250,40.741931920,-73.999504090,40.761333470,620
id1504893,1,1,-73.977279660,40.758186340,-73.958351140,40.781501770,803
id3838936,1,2,-73.994071960,40.741111760,-73.998672490,40.742256160,166
id3953004,2,5,-73.984397890,40.728549960,-73.972190860,40.747570040,401
id3539226,2,1,-74.007003780,40.739871980,-74.005897520,40.740173340,67
id1385785,1,1,-73.976684570,40.788238530,-73.965545650,40.755252840,1173
id1647538,1,1,-73.980941770,40.757831570,-73.991050720,40.760486600,695
id3300666,2,1,-73.970718380,40.758808140,-73.975601200,40.752689360,286
id0763508,1,1,-74.007568360,40.732715610,-74.002502440,40.724803920,493
id1638050,1,1,-74.009407040,40.706123350,-73.974632260,40.751159670,669
id3468368,1,1,-73.958106990,40.769290920,-73.954208370,40.764114380,370
id0556588,2,5,-73.991706850,40.747764590,-73.980323790,40.743236540,411
id2975591,1,1,-73.993759160,40.732719420,-73.991279600,40.742263790,768
id1348785,1,1,-73.962196350,40.767795560,-73.968940730,40.763557430,315
id0938598,1,1,-73.978553770,40.736995700,-73.957130430,40.766151430,392
id1937745,2,2,-73.990974430,40.760631560,-73.994720460,40.750450130,404
id1245739,2,1,-73.782051090,40.644641880,-73.992759700,40.681339260,2641
id3646418,1,1,-73.960220340,40.798000340,-73.981018070,40.761985780,1272
id0610780,1,1,-73.975563050,40.781818390,-73.975585940,40.760749820,503
id1811004,1,1,-73.966140750,40.762146000,-73.956153870,40.767593380,706
id3034691,2,1,-73.967102050,40.788307190,-73.971679690,40.763923650,766
id0815381,2,1,-73.949989320,40.784591670,-73.951705930,40.790508270,215
id0257838,1,1,-73.961967470,40.768325810,-73.990364070,40.751029970,1597
id0852257,2,1,-73.862678530,40.768901820,-73.885566710,40.741241460,1162
id3193947,2,3,-73.985481260,40.758121490,-73.999656680,40.744159700,382
id0309774,2,4,-73.996116640,40.763919830,-73.993637080,40.757331850,199
id1611149,1,1,-73.969017030,40.754108430,-73.990333560,40.751445770,913
id1290138,1,1,-73.990165710,40.772277830,-73.992721560,40.756084440,512
id1719238,1,2,-73.989921570,40.729331970,-73.966979980,40.769126890,933
id0317057,1,1,-73.988403320,40.749122620,-73.928627010,40.760757450,1370
id0021343,2,1,-73.944465640,40.779293060,-73.974540710,40.793418880,1074
id2276933,1,2,-74.004890440,40.709064480,-73.997276310,40.721946720,898
id2625436,2,1,-73.988975520,40.736671450,-74.001770020,40.740383150,382
id2799386,1,1,-74.008628850,40.739459990,-73.981887820,40.771038060,812
id3564443,2,1,-74.004386900,40.742340090,-73.994911190,40.750198360,248
id2566177,1,2,-73.972694400,40.793396000,-73.960784910,40.797454830,283
id0549263,2,2,-73.977706910,40.752319340,-74.005989070,40.740051270,1238
id2835129,2,2,-73.936477660,40.814411160,-73.943275450,40.802658080,387
id2487895,1,1,-73.995323180,40.749767300,-73.979057310,40.758964540,928
id2067010,2,3,-73.966247560,40.767921450,-73.992317200,40.749401090,1813
id2904998,2,1,-73.961631770,40.768501280,-73.989234920,40.714176180,1119
id3405803,2,1,-73.956848140,40.766620640,-73.938903810,40.793308260,360
id0645865,2,2,-73.953147890,40.791618350,-73.968208310,40.797229770,185
id3545530,2,1,-74.006462100,40.743869780,-74.015502930,40.711341860,577
id2139965,1,2,-74.003631590,40.713554380,-73.991394040,40.733306880,687
id1801685,1,1,-73.975936890,40.751953130,-73.983680730,40.740924840,247
id2004798,2,2,-73.982536320,40.772201540,-73.984626770,40.757068630,1129
id3131928,2,2,-73.978454590,40.741306300,-73.976493840,40.732456210,299
id0301361,1,1,-73.955718990,40.777946470,-73.962059020,40.773143770,459
id3709717,2,1,-73.998909000,40.761070250,-73.960380550,40.803878780,636
id0131920,2,1,-73.996604920,40.725509640,-73.996238710,40.725795750,1905
id2873647,1,1,-73.980003360,40.785667420,-73.964477540,40.775932310,640
id3949616,1,1,-73.990875240,40.756179810,-73.974044800,40.757358550,858
id1773809,2,1,-73.955146790,40.773242950,-73.958900450,40.780605320,258
id3630882,1,2,-73.973831180,40.763767240,-73.994766240,40.760208130,468
id0868843,2,2,-74.002326970,40.739818570,-73.997619630,40.756568910,440
id3806962,2,6,-74.005363460,40.722339630,-73.994697570,40.740139010,280
id1256619,1,1,-73.999008180,40.728015900,-73.978096010,40.717502590,654
id3940741,1,1,-73.984657290,40.768440250,-73.974845890,40.782867430,832
id1135189,1,1,-74.000167850,40.734531400,-73.991149900,40.750877380,1304
id0381402,1,2,-73.990600590,40.718681340,-73.956695560,40.717273710,771
id0544194,1,1,-73.968498230,40.764888760,-73.963104250,40.768974300,389
id1138893,1,1,-73.960929870,40.769233700,-73.964973450,40.766536710,248
id0473184,2,6,-73.945304870,40.774120330,-73.954162600,40.778987880,187
id2672200,1,1,-73.964324950,40.773593900,-73.989768980,40.738483430,1324
id2775619,1,2,-73.986946110,40.747749330,-73.979087830,40.787174220,924
id0779024,2,1,-73.960426330,40.778625490,-73.965606690,40.805507660,873
id2225999,2,2,-73.988395690,40.728809360,-74.002845760,40.749542240,659
id1001293,1,1,-73.977752690,40.745738980,-73.981063840,40.747047420,84
id2897593,2,1,-73.962799070,40.794429780,-73.977981570,40.780471800,774
id0320308,2,1,-73.954322810,40.789901730,-73.954345700,40.776420590,599
id0654976,2,1,-73.972389220,40.794139860,-73.977821350,40.787048340,165
id1378596,2,1,-73.978332520,40.741600040,-73.989662170,40.738338470,407
id3783986,1,1,-74.003173830,40.732986450,-74.008041380,40.711185460,549
id3609969,2,6,-74.002754210,40.739589690,-74.002655030,40.750415800,312
id0701532,1,1,-73.960838320,40.774757390,-73.970611570,40.758823390,1730
id3887413,2,1,-73.958229060,40.764690400,-74.001098630,40.714691160,1416
id0108955,1,4,-73.985275270,40.758243560,-74.001976010,40.738246920,593
id3275625,2,2,-73.981987000,40.772586820,-73.971939090,40.766059880,748
id3200728,2,1,-73.995880130,40.759189610,-73.979873660,40.752780910,1074
id0965307,2,1,-73.986061100,40.747161870,-73.980270390,40.735149380,391
id0422722,2,6,-74.012809750,40.708179470,-73.984977720,40.742088320,1378
id0020892,1,1,-73.978050230,40.754093170,-73.984855650,40.774192810,1429
id2778242,1,1,-73.990837100,40.755699160,-73.976165770,40.763870240,379
id0851262,1,1,-73.970954900,40.748054500,-73.988655090,40.756381990,722
id3741701,2,1,-73.872879030,40.774200440,-73.995796200,40.764350890,2717
id2512157,1,1,-73.980308530,40.781558990,-73.958671570,40.778339390,873
id1732495,2,2,-73.870887760,40.773811340,-73.836036680,40.705478670,1180
id2742829,2,2,-74.009010310,40.718631740,-74.010757450,40.717491150,222
id1647735,2,1,-73.939781190,40.790050510,-73.916381840,40.841957090,854
id2657420,1,1,-73.982101440,40.745903020,-73.993843080,40.683250430,1290
id1221003,2,2,-73.964767460,40.755668640,-73.966186520,40.762001040,216
id2930554,2,1,-73.979377750,40.767131810,-73.972190860,40.781318660,527
id2870933,2,2,-74.002807620,40.723587040,-73.999763490,40.730415340,194
id3129935,1,2,-73.949119570,40.785259250,-73.946945190,40.795745850,697
id0217206,2,1,-73.975097660,40.754638670,-73.995552060,40.735889430,543
id0249249,1,1,-73.984695430,40.758468630,-73.992485050,40.744945530,211
id3129705,2,1,-73.972717290,40.749389650,-73.967117310,40.756618500,235
id1556806,1,1,-73.987319950,40.768505100,-73.974090580,40.759826660,725
id2823249,2,1,-73.985054020,40.753280640,-73.990921020,40.770915990,784
id1937747,2,6,-73.993133540,40.767856600,-73.983016970,40.767745970,242
id1175263,1,1,-73.978309630,40.753471370,-73.991584780,40.750041960,707
id1999486,1,2,-73.982246400,40.762218480,-73.995750430,40.743991850,623
id1503926,1,1,-73.997177120,40.722015380,-73.965217590,40.716880800,767
id3885431,1,2,-73.788261410,40.647361760,-74.007446290,40.577190400,1733
id2116614,2,1,-73.975097660,40.765121460,-73.970748900,40.760589600,170
id0704699,1,1,-73.991043090,40.744915010,-73.979621890,40.760604860,606
id0909228,1,1,-73.988510130,40.742935180,-74.010620120,40.723506930,926
id0846940,2,1,-74.002937320,40.728321080,-73.975227360,40.744518280,1488
id2584470,1,1,-74.000389100,40.732421880,-73.955444340,40.765743260,950
id1936858,1,1,-73.968292240,40.796787260,-73.962257390,40.802261350,162
id2702727,1,1,-74.006774900,40.716182710,-73.992530820,40.724071500,556
id1074936,1,1,-73.971923830,40.747356410,-73.979995730,40.733524320,318
id1613182,2,1,-74.005668640,40.717796330,-73.972053530,40.747325900,1179
id2310579,1,1,-74.002891540,40.744777680,-73.963638310,40.765777590,1587
id3783123,2,5,-73.870910640,40.773818970,-73.940963750,40.815910340,1575
id1979413,2,5,-74.005500790,40.709388730,-73.980522160,40.721790310,630
id0567555,2,3,-73.978881840,40.723960880,-73.942062380,40.795391080,966
id2034134,1,1,-74.006202700,40.734130860,-73.994430540,40.736396790,513
id3152592,2,2,-73.988739010,40.751857760,-73.983734130,40.752861020,281
id0856966,2,1,-73.990303040,40.756713870,-73.956695560,40.768005370,873
id2235544,1,1,-73.944412230,40.714733120,-73.944824220,40.725585940,236
id1623771,2,1,-74.000923160,40.731853490,-73.981727600,40.749450680,1049
id3234283,2,1,-73.947273250,40.779918670,-73.955863950,40.779613490,292
id1559226,2,1,-74.015754700,40.710884090,-73.978919980,40.750488280,1293
id0761430,2,2,-73.986099240,40.762100220,-73.968643190,40.756000520,410
id1174904,2,5,-73.971412660,40.750911710,-73.976692200,40.743759160,159
id2357219,2,1,-73.985321040,40.758026120,-74.017196660,40.711570740,1128
id2560160,2,1,-73.991676330,40.737827300,-73.979690550,40.760883330,414
id0244490,2,1,-73.985511780,40.760238650,-74.011474610,40.714683530,1319
id0476703,1,1,-73.952270510,40.824203490,-73.938041690,40.855506900,681
id0205616,2,1,-73.959510800,40.782688140,-73.968795780,40.770042420,176
id0015649,2,2,-73.978340150,40.745441440,-73.987266540,40.755672450,587
id1622754,2,1,-73.982498170,40.747810360,-74.009658810,40.707855220,2070
id3523588,1,1,-73.783622740,40.648647310,-73.848731990,40.738868710,921
id0477521,1,1,-74.006431580,40.733543400,-73.978088380,40.736488340,544
id0132454,2,1,-73.976058960,40.744724270,-74.009780880,40.722320560,1360
id0331003,2,1,-73.963867190,40.773738860,-73.956497190,40.784030910,193
id1381183,1,1,-73.964630130,40.769718170,-73.946868900,40.771984100,483
id3757027,2,1,-73.975456240,40.752559660,-74.010498050,40.704570770,675
id3843842,2,1,-73.981468200,40.778800960,-73.940551760,40.814399720,890
id1937195,1,1,-74.009422300,40.712821960,-73.981346130,40.753810880,1367
id1111113,2,1,-74.003921510,40.742221830,-73.957290650,40.805210110,1907
id2463093,2,1,-74.000350950,40.730110170,-73.978149410,40.780471800,1108
id3514394,2,1,-73.969367980,40.763267520,-73.952201840,40.784729000,560
id0736521,1,2,-73.956977840,40.714599610,-73.953636170,40.728885650,357
id0153673,2,6,-74.007858280,40.705295560,-74.013481140,40.715263370,604
id0412621,1,1,-73.979293820,40.763755800,-73.988578800,40.731269840,993
id2084158,1,1,-73.985122680,40.741722110,-74.015472410,40.711505890,1104
id0366084,2,1,-73.993309020,40.750190730,-74.004997250,40.742229460,395
id3823253,2,1,-73.957481380,40.761531830,-73.870582580,40.773880000,799
id2187774,2,3,-74.003005980,40.708248140,-73.959190370,40.720710750,1870
id0564872,2,2,-73.992668150,40.754089360,-73.973182680,40.693260190,1770
id2352567,1,1,-73.978263850,40.762878420,-73.965690610,40.800682070,866
id0554991,1,1,-73.982948300,40.767917630,-73.965995790,40.768501280,626
id2569084,1,1,-73.982437130,40.740314480,-73.960365300,40.761810300,514
id2807512,2,5,-73.977302550,40.753761290,-74.006820680,40.730991360,2246
id1518507,1,1,-74.005149840,40.751403810,-73.967773440,40.766010280,1301
id2305320,2,1,-73.997596740,40.756378170,-73.989280700,40.745510100,491
id3823668,2,3,-73.949989320,40.789749150,-73.938766480,40.804748540,256
