id,vendor_id,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,trip_duration
id0037351,2,1,-73.953536990,40.766750340,-73.995117190,40.743980410,1561
id0573653,1,1,-73.955802920,40.764007570,-73.975364690,40.752330780,1073
id1388849,2,1,-73.993400570,40.749710080,-73.998153690,40.720138550,1499
id1000147,2,1,-73.997360230,40.746761320,-73.994476320,40.747520450,229
id3033963,2,1,-73.937950130,40.812549590,-73.996070860,40.763950350,933
id3164647,1,2,-73.991668700,40.749633790,-73.977272030,40.750690460,477
id3177384,2,6,-73.970428470,40.749130250,-73.988571170,40.748668670,646
id2553221,1,2,-73.994224550,40.726425170,-73.964111330,40.773658750,989
id1904594,1,4,-73.991058350,40.755531310,-73.987197880,40.759254460,619
id1054281,2,1,-73.991233830,40.750007630,-73.987701420,40.760124210,653
id3763686,2,1,-73.987594600,40.721618650,-73.966125490,40.761993410,1026
id1696276,1,3,-73.972236630,40.759552000,-73.953475950,40.777011870,642
id3908859,1,2,-73.963859560,40.761344910,-73.909042360,40.771663670,1003
id1819147,2,1,-73.985534670,40.767837520,-73.998985290,40.753700260,610
id3454179,1,1,-73.863548280,40.769809720,-73.972930910,40.749214170,1905
id0350661,1,2,-73.949905400,40.780704500,-74.005279540,40.733341220,1912
id2426559,1,2,-74.005882260,40.735877990,-73.999641420,40.723503110,704
id1132903,1,1,-73.960227970,40.781253810,-73.975593570,40.758548740,1976
id2920235,2,1,-74.005867000,40.740119930,-74.004020690,40.720890050,509
id2171557,2,4,-73.960693360,40.772491460,-73.984817500,40.736499790,739
id2826811,2,1,-73.982154850,40.731861110,-73.951553340,40.770977020,635
id1929994,1,1,-73.967178340,40.755916600,-73.959198000,40.763431550,524
id3614343,1,1,-73.985198970,40.747779850,-73.979049680,40.741264340,312
id0245800,2,5,-73.974441530,40.778026580,-73.986381530,40.753509520,1490
id1212273,1,2,-73.981170650,40.720836640,-73.986167910,40.730178830,346
id3404596,2,6,-73.989250180,40.756259920,-73.972129820,40.763408660,557
id3171288,2,1,-73.984863280,40.732551570,-73.988899230,40.726951600,92
id2816240,1,1,-73.969573970,40.797863010,-73.995056150,40.749858860,824
id3505430,1,1,-73.991043090,40.750537870,-74.004219060,40.720878600,542
id0937319,1,1,-73.962776180,40.775493620,-73.951087950,40.786056520,139
id1354053,1,2,-73.987167360,40.721080780,-73.982513430,40.719631200,150
id3552614,1,1,-73.991920470,40.764606480,-73.954406740,40.767292020,962
id0194083,2,4,-73.990119930,40.714168550,-74.006317140,40.733669280,1126
id3522352,1,1,-74.001350400,40.731273650,-73.980735780,40.770858760,646
id1951436,2,2,-74.007606510,40.712688450,-73.949699400,40.678680420,1486
id2611097,2,1,-73.955261230,40.768741610,-73.988227840,40.747470860,1744
id2623219,1,1,-73.982513430,40.762519840,-73.981925960,40.767719270,691
id3617577,2,5,-73.954826350,40.767421720,-73.969924930,40.762302400,361
id0808984,2,1,-73.967811580,40.762859340,-73.976600650,40.782333370,550
id3499387,1,1,-73.786720280,40.647041320,-73.786720280,40.647041320,580
id0265651,1,2,-73.986221310,40.747108460,-73.991012570,40.739646910,224
id0633954,1,1,-73.967483520,40.762683870,-74.009376530,40.746673580,1945
id1046492,2,2,-73.955177310,40.783081050,-73.969161990,40.793579100,527
id3401416,2,1,-73.969413760,40.762699130,-73.994361880,40.732151030,590
id1213658,2,1,-73.980491640,40.751026150,-73.972023010,40.762790680,313
id0080798,2,1,-74.015136720,40.714187620,-73.975395200,40.717613220,565
id2403400,2,2,-73.962585450,40.767173770,-73.954833980,40.780036930,381
id3107458,1,1,-74.001396180,40.730934140,-73.994010930,40.746223450,325
id2833082,1,1,-73.992584230,40.737293240,-73.776763920,40.644832610,2743
id2584444,1,2,-73.955642700,40.809291840,-73.972404480,40.786346440,506
id2523325,2,1,-73.973907470,40.793899540,-73.966766360,40.789081570,271
id3658881,2,2,-73.862693790,40.768989560,-73.988670350,40.693691250,2089
id3084276,2,6,-73.977264400,40.764343260,-73.982261660,40.774269100,287
id1600477,1,1,-73.935806270,40.849971770,-73.923553470,40.846935270,810
id1890300,2,1,-74.004531860,40.733310700,-74.007789610,40.703048710,605
id0757676,1,1,-73.955909730,40.787883760,-73.958038330,40.782306670,200
id1818483,1,1,-73.987037660,40.739223480,-73.977684020,40.725757600,421
id2652837,1,3,-74.005714420,40.736736300,-74.002670290,40.748725890,415
id1456458,2,1,-73.950141910,40.822021480,-73.949943540,40.807960510,390
id2704068,2,1,-73.972358700,40.765220640,-73.955238340,40.720088960,1563
id3955115,2,1,-73.962669370,40.769718170,-73.962593080,40.764858250,318
id0635524,2,1,-73.991767880,40.749179840,-73.968421940,40.760719300,1455
id0711116,2,5,-73.986778260,40.721191410,-73.981338500,40.728988650,187
id1948930,2,1,-73.949966430,40.771240230,-73.961700440,40.770290370,252
id3480123,1,1,-73.986915590,40.758819580,-73.973022460,40.764877320,1679
id2072841,2,1,-73.979278560,40.762481690,-73.991592410,40.750278470,1378
id3633511,1,1,-73.956413270,40.771327970,-73.979568480,40.733058930,688
id2827889,1,2,-73.994804380,40.729488370,-73.984184270,40.763149260,1427
id0556653,2,2,-74.000747680,40.718280790,-73.996139530,40.690948490,476
id0318778,1,1,-73.782386780,40.644512180,-73.982048030,40.771957400,2566
id1922478,2,1,-73.954444890,40.821220400,-73.952789310,40.810791020,437
id1340693,1,1,-73.984970090,40.774242400,-73.980430600,40.780368800,209
id0461973,2,1,-73.988922120,40.736831670,-73.982688900,40.776920320,2296
id1374613,1,1,-73.997718810,40.740989690,-73.956230160,40.784477230,1315
id0620947,1,2,-73.955215450,40.785854340,-73.954391480,40.800903320,584
id0871223,1,1,-73.953887940,40.766952510,-73.953849790,40.787883760,796
id3631567,1,2,-73.982398990,40.776916500,-73.938682560,40.833747860,1292
id0931156,1,1,-73.986511230,40.661102290,-73.970573430,40.672435760,835
id3307673,2,5,-73.979820250,40.740699770,-73.992057800,40.749248500,338
id1203658,2,1,-74.009193420,40.713348390,-74.004470830,40.741561890,1145
id2695306,1,1,-73.981117250,40.744426730,-73.975692750,40.751354220,214
id0825711,2,1,-73.948631290,40.781517030,-73.973228450,40.783538820,792
id0606164,1,1,-73.978103640,40.752277370,-73.993583680,40.696128850,1647
id0047550,1,1,-73.976814270,40.750450130,-73.985443120,40.763332370,1337
id3770788,2,1,-73.963386540,40.757957460,-73.953262330,40.771598820,251
id0767781,1,1,-74.000221250,40.732818600,-73.985038760,40.760276790,589
id1179349,1,2,-73.971679690,40.755416870,-73.987182620,40.760387420,976
id0560934,1,1,-73.870697020,40.773597720,-73.974784850,40.752140050,1959
id0972813,2,1,-73.977668760,40.752170560,-73.871040340,40.774051670,1371
id1201454,2,1,-73.972389220,40.745262150,-73.963409420,40.757495880,179
id0744544,1,1,-73.986839290,40.760948180,-73.959007260,40.763813020,596
id0923913,2,1,-73.981422420,40.768268590,-73.981040950,40.782150270,661
id1761032,1,1,-73.944717410,40.779270170,-73.980003360,40.745811460,2026
id1554407,2,2,-73.996665950,40.742725370,-73.985305790,40.728393550,922
id2438420,1,1,-73.966255190,40.754066470,-73.957305910,40.768497470,369
id1298927,2,1,-73.978813170,40.758739470,-73.982818600,40.742061610,466
id1256991,2,1,-73.989120480,40.748626710,-73.982872010,40.746109010,441
id0983980,1,1,-73.973022460,40.757747650,-73.983016970,40.761222840,791
id2456902,1,1,-74.008369450,40.722118380,-73.976554870,40.751750950,785
id1714757,1,4,-73.986686710,40.758407590,-74.005043030,40.723720550,887
id1014588,1,4,-73.980010990,40.726711270,-74.010452270,40.713836670,1777
id1003405,2,6,-74.001037600,40.718700410,-74.007751460,40.720142360,857
id3885767,1,2,-73.966232300,40.768146510,-73.948501590,40.809021000,1863
id2022146,2,1,-73.969833370,40.750679020,-73.940437320,40.808948520,871
id0885168,2,1,-73.973533630,40.751678470,-73.948822020,40.773868560,927
id3027389,1,1,-73.968772890,40.761249540,-73.978332520,40.763401030,303
id2772572,1,1,-73.950469970,40.779586790,-73.896057130,40.816463470,794
id3025140,2,2,-73.947006230,40.780090330,-73.946983340,40.771881100,290
id2862186,2,2,-73.955810550,40.782211300,-73.865219120,40.770698550,1403
id1309210,1,1,-74.010551450,40.714065550,-74.005325320,40.719940190,787
id1928326,1,1,-73.985542300,40.752658840,-73.996002200,40.758991240,236
id3697489,1,1,-73.948982240,40.781578060,-73.982345580,40.778923030,892
id1790044,2,5,-73.993881230,40.731231690,-73.973052980,40.758049010,748
id1887303,2,1,-73.997436520,40.719398500,-73.981353760,40.724800110,578
id1978546,2,1,-73.962173460,40.778991700,-73.988098140,40.776996610,664
id1216848,2,5,-73.984550480,40.760948180,-73.986473080,40.722221370,1148
id1088749,1,1,-73.968292240,40.762252810,-73.988014220,40.741203310,905
id1043917,2,1,-74.013778690,40.713977810,-73.957328800,40.720218660,1562
id3923685,1,1,-73.985900880,40.746982570,-74.005279540,40.715629580,702
id1683694,1,3,-73.988250730,40.727832790,-73.976074220,40.740272520,428
id1715659,2,3,-73.984870910,40.743118290,-73.999488830,40.737659450,352
id0136242,1,1,-73.965507510,40.759128570,-73.988037110,40.760437010,712
id0408653,1,1,-73.983604430,40.726799010,-73.917610170,40.705146790,1418
id2995631,2,1,-73.960845950,40.781051640,-73.974586490,40.764945980,756
id2024551,2,1,-73.991836550,40.731193540,-73.984970090,40.747817990,1037
id0000967,2,1,-73.972160340,40.755924220,-73.982284550,40.757041930,299
id2674024,1,2,-73.873001100,40.774101260,-73.972221370,40.756961820,1387
id2062480,2,1,-73.977882390,40.726005550,-73.988739010,40.774238590,1881
id2039685,1,1,-73.963088990,40.774589540,-73.983055110,40.784118650,465
id1816342,2,1,-73.973793030,40.756073000,-73.989669800,40.752235410,918
id1537510,2,5,-73.977752690,40.745517730,-73.987007140,40.759487150,702
id3382236,2,5,-73.975280760,40.760990140,-73.963180540,40.767761230,332
id0984462,1,1,-73.992439270,40.745342250,-73.986434940,40.739830020,545
id3041176,2,2,-74.000411990,40.730121610,-73.983413700,40.765930180,746
id3358294,2,1,-73.981033330,40.733535770,-73.953605650,40.771003720,1642
id0129235,1,2,-73.972610470,40.677421570,-73.972923280,40.652584080,668
id0965422,2,2,-73.962287900,40.759101870,-73.955841060,40.775451660,431
id0183040,2,2,-73.994323730,40.750621800,-73.985969540,40.767753600,489
id2699058,1,1,-74.005363460,40.728481290,-73.987548830,40.736675260,717
id3967576,1,1,-73.996437070,40.737827300,-73.988090520,40.768878940,439
id1497574,2,6,-73.953392030,40.782539370,-73.949165340,40.776885990,266
id3147615,2,3,-73.986122130,40.740379330,-73.972587590,40.746719360,374
id3765697,2,2,-73.989448550,40.665561680,-74.018447880,40.642749790,770
id3461680,2,1,-73.993919370,40.745681760,-73.873199460,40.774360660,1958
id3855917,2,1,-74.006591800,40.744258880,-73.994331360,40.732120510,565
id1920009,1,1,-73.990364070,40.752483370,-73.958587650,40.768791200,1088
id3581820,2,1,-73.991386410,40.749881740,-73.964080810,40.764579770,619
id3769681,1,2,-73.979248050,40.771987920,-73.954498290,40.782428740,469
id1122575,1,3,-73.957283020,40.774070740,-73.957229610,40.770275120,87
id3834849,1,1,-73.990272520,40.755970000,-73.979835510,40.762222290,519
id0498324,1,1,-73.973075870,40.748771670,-73.977813720,40.754631040,751
id2587992,1,1,-74.009361270,40.709075930,-73.949783330,40.772617340,2452
id0801359,2,1,-73.993309020,40.757339480,-74.003807070,40.715618130,1385
id2735670,2,6,-73.985290530,40.768470760,-73.986457820,40.762489320,213
id2941300,2,1,-73.960922240,40.770034790,-73.969741820,40.758426670,419
id3775412,2,1,-73.977432250,40.758651730,-73.988937380,40.757881160,323
id3452332,2,1,-73.985336300,40.758499150,-73.987350460,40.741600040,662
id2598729,2,1,-73.947532650,40.775341030,-73.945289610,40.785961150,272
id2762003,2,5,-73.968612670,40.754661560,-73.983200070,40.722549440,575
id3602048,1,1,-74.007377620,40.707904820,-73.963363650,40.775112150,971
id0159709,2,1,-73.968940730,40.764907840,-73.964698790,40.760063170,227
id0571618,1,2,-74.005287170,40.719158170,-74.015441890,40.714435580,414
id1454947,1,1,-73.972557070,40.760135650,-73.986091610,40.762451170,455
id1447105,1,1,-73.974418640,40.749114990,-73.983451840,40.726383210,549
id3914400,2,5,-73.983749390,40.780601500,-73.983917240,40.770401000,415
id2824917,2,6,-74.001335140,40.731109620,-73.984222410,40.739295960,602
id1922839,2,5,-74.008354190,40.721515660,-74.006668090,40.730831150,173
id1517243,2,1,-73.977340700,40.749660490,-74.002258300,40.726451870,1043
id3066170,1,1,-73.957107540,40.783290860,-73.959167480,40.775100710,298
id1169619,1,4,-74.002883910,40.760433200,-73.992065430,40.748298650,1019
id0944696,2,5,-74.008407590,40.707649230,-74.005851750,40.714710240,539
id2047925,1,1,-73.986320500,40.755634310,-73.968475340,40.762069700,1419
id3471092,2,6,-73.968803410,40.750301360,-73.952362060,40.776466370,1499
id1766678,1,1,-73.993965150,40.760696410,-73.964622500,40.764160160,624
id2018005,2,1,-73.992408750,40.750526430,-73.971687320,40.631504060,2404
id0770935,2,2,-73.964210510,40.764759060,-73.952079770,40.781528470,383
id2432732,2,1,-73.972167970,40.753829960,-73.981887820,40.758171080,313
id3077475,2,1,-74.001220700,40.731311800,-73.997558590,40.726127620,264
id3263580,2,2,-73.782371520,40.648765560,-73.782371520,40.648746490,3
id2590470,2,2,-73.874977110,40.773841860,-73.953727720,40.770801540,1482
id3817092,1,1,-73.862701420,40.768737790,-73.917198180,40.819824220,1012
id3918159,1,1,-73.984062190,40.720783230,-73.973800660,40.750461580,579
id1026973,1,1,-73.982627870,40.762340550,-73.995536800,40.749778750,717
id0972338,1,2,-73.982040410,40.752117160,-73.981681820,40.746654510,183
id0831844,1,1,-73.989135740,40.741413120,-74.005638120,40.748241420,398
id3964626,2,1,-73.777343750,40.646640780,-73.980323790,40.738491060,2268
id2386155,2,1,-73.983528140,40.738029480,-73.983238220,40.737949370,686
id1272729,2,5,-73.922706600,40.754489900,-73.985603330,40.717891690,706
id2576834,2,1,-73.985000610,40.768760680,-73.947242740,40.830661770,974
id2730154,2,5,-73.982200620,40.731811520,-73.979949950,40.734813690,58
id1872397,1,1,-73.948028560,40.774791720,-73.965942380,40.765342710,697
id3223960,1,1,-73.982879640,40.761646270,-74.003395080,40.723846440,1046
id1911726,1,1,-74.004249570,40.742408750,-73.992263790,40.727611540,609
id1160246,1,1,-73.971771240,40.794651030,-73.962120060,40.805370330,249
id2061313,2,1,-73.991615300,40.738597870,-74.007728580,40.746665950,710
id3308583,2,1,-73.974067690,40.764629360,-74.005653380,40.707530980,1592
id1458308,2,1,-73.991363530,40.750419620,-73.971694950,40.758247380,1001
id3995989,2,2,-73.970558170,40.747871400,-73.948089600,40.778968810,831
id0533499,2,1,-73.980026250,40.754360200,-73.994430540,40.740509030,899
id3779756,1,1,-73.977165220,40.751815800,-73.983261110,40.693290710,2016
id2768742,2,1,-73.978355410,40.778141020,-74.005683900,40.745731350,867
id2425126,2,1,-73.983909610,40.743911740,-74.005668640,40.740169530,616
id1676102,1,1,-73.972831730,40.756568910,-73.990165710,40.757476810,331
id2243401,1,1,-74.008934020,40.702156070,-73.975959780,40.755542760,1064
id0835080,2,2,-73.978866580,40.763969420,-73.991310120,40.750286100,899
id3140569,2,2,-73.968490600,40.754859920,-73.931510930,40.757431030,859
id2448137,2,1,-74.007553100,40.740821840,-73.987281800,40.750740050,681
id3250285,2,1,-73.983070370,40.741737370,-74.006057740,40.716110230,449
id0941676,1,1,-73.979629520,40.786396030,-73.997100830,40.762458800,581
id0819471,2,5,-73.998802190,40.719463350,-73.981094360,40.729316710,643
id1053165,2,1,-73.984359740,40.737228390,-73.976104740,40.748252870,481
id2067435,1,1,-73.999824520,40.718235020,-74.014961240,40.709152220,1013
id0048064,2,4,-73.962532040,40.772968290,-73.978698730,40.750991820,897
id3076182,1,1,-73.992187500,40.724861150,-73.992607120,40.742725370,750
id2624983,2,6,-73.989501950,40.756446840,-73.980041500,40.766330720,346
id3211344,1,1,-73.950546260,40.723121640,-73.940559390,40.724483490,203
id0447228,2,1,-74.009666440,40.712848660,-74.015502930,40.714851380,330
id2804134,1,1,-73.952819820,40.783393860,-73.962440490,40.770355220,209
id0780314,1,1,-73.961380000,40.798530580,-73.966072080,40.794712070,103
id2300050,1,2,-73.992820740,40.752689360,-73.984542850,40.691623690,2005
id0632183,1,1,-73.971771240,40.750297550,-73.980697630,40.732280730,413
id3739543,1,1,-73.949409480,40.784935000,-73.948722840,40.803146360,457
id2401419,2,2,-73.981369020,40.689819340,-73.983589170,40.694110870,568
id2987313,2,1,-73.994071960,40.751281740,-73.994293210,40.758525850,166
id1804145,1,1,-73.991447450,40.750232700,-73.992263790,40.725387570,956
id2377925,2,1,-73.988189700,40.723575590,-73.987213130,40.744808200,569
id3560802,2,2,-73.991180420,40.739562990,-74.002075200,40.750698090,579
id0183870,2,1,-73.970451350,40.762531280,-73.969688420,40.757320400,374
id1757289,1,1,-73.954368590,40.763996120,-73.989402770,40.756980900,1075
id1056653,2,1,-73.965774540,40.795124050,-73.942451480,40.841590880,999
id0326349,1,1,-73.946586610,40.772354130,-73.982086180,40.768463130,1107
id1859727,2,1,-73.985427860,40.751968380,-73.994453430,40.740978240,414
id0769422,1,1,-73.982337950,40.772693630,-73.993629460,40.732513430,1058
id2800526,2,1,-73.976158140,40.752281190,-73.981773380,40.755390170,457
id0904672,2,1,-74.001579280,40.728618620,-74.003379820,40.739109040,631
id0060684,2,6,-73.989677430,40.756725310,-73.994628910,40.750492100,605
id3712759,2,2,-73.985664370,40.743862150,-74.003845210,40.707790370,648
id1853128,1,1,-73.978630070,40.777515410,-73.962562560,40.799137120,473
id3675063,2,1,-73.954277040,40.784378050,-73.966827390,40.766712190,515
id0234320,2,2,-73.977058410,40.754879000,-73.862037660,40.768650050,1728
id3969005,1,1,-73.969192500,40.763858800,-73.961013790,40.777309420,522
id2528829,1,1,-73.983131410,40.760345460,-73.965454100,40.763050080,681
id0599523,1,4,-74.014495850,40.712539670,-74.005043030,40.747989650,824
id2503542,1,1,-73.955169680,40.773170470,-73.976081850,40.741958620,907
id2663024,1,3,-73.950332640,40.801300050,-73.964927670,40.806350710,577
id2694422,2,6,-73.946052550,40.777179720,-74.015548710,40.711563110,951
id1976927,1,1,-74.004104610,40.728527070,-73.983840940,40.768257140,1254
id0843100,1,1,-73.985015870,40.758304600,-73.979919430,40.745727540,683
id3151483,1,2,-73.985115050,40.766403200,-73.981460570,40.774394990,589
id1085643,1,1,-73.977478030,40.766170500,-73.967979430,40.787044530,575
id2388028,2,2,-73.985160830,40.762031560,-73.952186580,40.771198270,1188
id3128481,2,1,-73.987266540,40.755748750,-73.985382080,40.690841670,1393
id3137071,1,1,-74.005516050,40.717174530,-73.989532470,40.740684510,714
id0283582,2,1,-73.978012080,40.757286070,-73.982986450,40.758464810,446
id2351647,1,1,-73.994285580,40.702823640,-73.988906860,40.664501190,602
id2342055,2,2,-73.979469300,40.745277400,-74.002372740,40.760662080,968
id3207287,2,1,-73.964889530,40.791412350,-73.972633360,40.790016170,328
id3137021,1,1,-73.967765810,40.801181790,-73.959396360,40.813953400,266
id0059372,1,1,-73.989303590,40.736221310,-73.986022950,40.726528170,356
id1009360,2,1,-73.988967900,40.748050690,-73.982231140,40.756599430,281
id0866826,2,2,-73.953567500,40.779380800,-73.949401860,40.785041810,85
id3203355,2,5,-73.949981690,40.772098540,-73.967018130,40.763778690,534
id3796995,2,1,-73.962409970,40.758865360,-73.955024720,40.767246250,292
id2370080,2,3,-73.998191830,40.735374450,-73.991943360,40.749362950,440
id2892400,1,1,-73.978752140,40.785377500,-73.979530330,40.771560670,428
id2051212,2,1,-73.950202940,40.771698000,-73.974136350,40.787471770,697
id1678366,1,1,-73.961753850,40.776016240,-73.995025630,40.733974460,2089
id0862941,2,1,-73.972717290,40.785011290,-73.956520080,40.786849980,405
id0469159,2,5,-73.956291200,40.781299590,-73.951660160,40.774448390,430
id1946987,2,2,-73.990051270,40.729473110,-73.962631230,40.654621120,1336
id0098171,2,1,-73.983062740,40.765995030,-73.978683470,40.754348750,582
id3451821,2,1,-73.979156490,40.744411470,-73.954269410,40.775485990,744
id2573202,1,2,-73.968757630,40.791389470,-73.943862920,40.794536590,530
id3340409,2,1,-73.977096560,40.743312840,-73.981689450,40.768218990,800
id3591396,2,2,-73.980766300,40.769840240,-73.989242550,40.747959140,536
id1864783,2,2,-73.965736390,40.762413020,-73.907875060,40.880065920,2396
id1201558,1,1,-73.982101440,40.773056030,-73.988365170,40.769313810,267
id1462654,1,1,-73.992248540,40.748367310,-73.998054500,40.756126400,387
id0047649,1,4,-73.885360720,40.773101810,-73.914543150,40.885860440,1694
id0005214,2,2,-73.986068730,40.746501920,-73.962493900,40.764221190,751
id3878193,2,5,-73.987220760,40.733329770,-73.982978820,40.744419100,456
id2553871,1,1,-73.983886720,40.749069210,-73.984741210,40.742885590,257
id1527619,1,1,-73.996376040,40.748836520,-73.987129210,40.697566990,1327
id3813398,1,1,-73.989158630,40.752986910,-74.005538940,40.738876340,344
id0112070,2,2,-73.955238340,40.768848420,-73.958137510,40.773128510,174
id0054578,1,1,-73.966720580,40.769916530,-73.947448730,40.775283810,596
id3570508,1,2,-73.982284550,40.768199920,-73.978012080,40.751068120,1181
id2952272,2,1,-73.974838260,40.782966610,-73.939781190,40.840972900,820
id3413393,2,1,-73.982208250,40.768119810,-73.996116640,40.753700260,414
id0823435,2,1,-74.000297550,40.711139680,-73.981941220,40.769119260,1021
id0606104,2,6,-73.870872500,40.773746490,-73.954307560,40.719024660,730
id2814984,1,1,-73.993850710,40.762256620,-73.982017520,40.766643520,560
id3878816,2,5,-73.986869810,40.719608310,-73.957473750,40.718120570,560
id1942347,1,1,-73.966903690,40.767272950,-73.971916200,40.759548190,286
id1207558,1,1,-73.776733400,40.645168300,-73.911651610,40.705966950,1558
id2019893,2,3,-73.996887210,40.742191310,-73.982475280,40.759933470,322
id2575446,1,2,-73.987808230,40.755737300,-73.979888920,40.765548710,443
id0394946,1,1,-73.997871400,40.746150970,-73.977302550,40.784629820,583
id1868530,1,1,-73.973724370,40.763168330,-73.990837100,40.745498660,1280
id2087588,2,5,-73.998840330,40.734455110,-73.980987550,40.750305180,798
id0731416,2,1,-73.778968810,40.647361760,-73.829689030,40.713039400,1784
id3133710,1,1,-73.994232180,40.741249080,-73.995330810,40.749629970,221
id0382926,2,1,-74.000099180,40.760898590,-74.009002690,40.732585910,761
id1632403,1,1,-73.987648010,40.760482790,-73.977027890,40.765186310,234
id1507942,1,1,-73.974670410,40.752056120,-74.012138370,40.716953280,795
id1751730,1,1,-73.924079900,40.743999480,-73.999069210,40.742446900,1305
id2969048,1,2,-73.986434940,40.730472560,-73.991897580,40.732837680,270
id3044235,2,1,-73.964538570,40.756465910,-73.981124880,40.762813570,521
id3105039,2,2,-73.976806640,40.764900210,-73.980339050,40.767536160,123
id2299069,2,4,-73.983268740,40.757762910,-73.968132020,40.757316590,530
id1772192,1,1,-73.776756290,40.645385740,-73.985595700,40.731266020,2114
id2470556,2,1,-73.986289980,40.767192840,-73.973190310,40.746158600,1025
id3660750,2,1,-73.975563050,40.755340580,-73.971290590,40.761028290,304
id0627179,2,6,-74.001106260,40.739261630,-73.981811520,40.724590300,518
id2743455,2,2,-73.980072020,40.784000400,-73.944763180,40.834407810,447
id3481094,1,1,-73.972564700,40.758510590,-73.980384830,40.759765630,204
id1240888,1,1,-73.981285100,40.759548190,-73.987510680,40.780307770,652
id1850357,2,1,-74.000343320,40.721340180,-73.999710080,40.738563540,856
id1282615,2,2,-73.999031070,40.739299770,-74.006507870,40.721530910,327
id3600299,1,3,-73.977622990,40.779243470,-73.978759770,40.759170530,535
id0015493,1,1,-74.005485530,40.728618620,-73.643424990,40.670379640,2451
id0671052,1,2,-73.980751040,40.729888920,-73.984123230,40.725410460,346
id0702699,2,1,-73.978462220,40.783058170,-73.952651980,40.799919130,616
id0862403,2,1,-73.982398990,40.777492520,-73.939620970,40.805263520,869
id1442956,2,5,-74.005462650,40.745731350,-73.963638310,40.758689880,1402
id1859156,1,3,-73.969253540,40.754047390,-73.593582150,41.043865200,2534
id1774111,1,1,-73.988273620,40.774810790,-73.996124270,40.761631010,441
id1333989,1,1,-73.983695980,40.744430540,-73.978324890,40.737735750,380
id3812910,2,1,-73.982002260,40.736511230,-74.012710570,40.702178960,572
id3740726,1,2,-74.012748720,40.717121120,-73.955787660,40.764362340,1303
id3030554,1,1,-73.988128660,40.746021270,-73.923713680,40.767948150,1402
id2891699,2,5,-73.994209290,40.761638640,-74.011993410,40.718929290,1108